  0.6405999E+00 -0.6405999E+00 -0.4233951E+00  0.5773503E+00 -0.5773503E+00 -0.5773503E+00
  0.5773503E+00 -0.5773503E+00 -0.5773503E+00  0.6405999E+00 -0.4233951E+00 -0.6405999E+00
  0.6405999E+00 -0.4233951E+00 -0.6405999E+00  0.7717252E+00 -0.4496889E+00 -0.4496889E+00
  0.6405999E+00 -0.4233951E+00 -0.6405999E+00  0.6910261E+00 -0.2120512E+00 -0.6910261E+00
  0.6910261E+00 -0.2120512E+00 -0.6910261E+00  0.8426366E+00 -0.2277342E+00 -0.4879557E+00
  0.6910261E+00 -0.2120512E+00 -0.6910261E+00  0.7071068E+00 -0.1731912E-15 -0.7071068E+00
  0.7071068E+00 -0.1731912E-15 -0.7071068E+00  0.8658430E+00 -0.2120704E-15 -0.5003158E+00
  0.7071068E+00 -0.1731912E-15 -0.7071068E+00  0.6910261E+00  0.2120512E+00 -0.6910261E+00
  0.6910261E+00  0.2120512E+00 -0.6910261E+00  0.8426366E+00  0.2277342E+00 -0.4879557E+00
  0.6910261E+00  0.2120512E+00 -0.6910261E+00  0.6405999E+00  0.4233951E+00 -0.6405999E+00
  0.6405999E+00  0.4233951E+00 -0.6405999E+00  0.7717252E+00  0.4496889E+00 -0.4496889E+00
  0.6405999E+00  0.4233951E+00 -0.6405999E+00  0.5773503E+00  0.5773503E+00 -0.5773503E+00
  0.6910261E+00 -0.6910261E+00 -0.2120512E+00  0.6405999E+00 -0.6405999E+00 -0.4233951E+00
  0.7717252E+00 -0.4496889E+00 -0.4496889E+00  0.6405999E+00 -0.6405999E+00 -0.4233951E+00
  0.7717252E+00 -0.4496889E+00 -0.4496889E+00  0.8426366E+00 -0.4879557E+00 -0.2277342E+00
  0.8426366E+00 -0.2277342E+00 -0.4879557E+00  0.7717252E+00 -0.4496889E+00 -0.4496889E+00
  0.8426366E+00 -0.2277342E+00 -0.4879557E+00  0.9347741E+00 -0.2511946E+00 -0.2511946E+00
  0.8658430E+00 -0.2120704E-15 -0.5003158E+00  0.8426366E+00 -0.2277342E+00 -0.4879557E+00
  0.8658430E+00 -0.2120704E-15 -0.5003158E+00  0.9658720E+00 -0.2365704E-15 -0.2590197E+00
  0.8426366E+00  0.2277342E+00 -0.4879557E+00  0.8658430E+00 -0.2120704E-15 -0.5003158E+00
  0.8426366E+00  0.2277342E+00 -0.4879557E+00  0.9347741E+00  0.2511946E+00 -0.2511946E+00
  0.7717252E+00  0.4496889E+00 -0.4496889E+00  0.8426366E+00  0.2277342E+00 -0.4879557E+00
  0.7717252E+00  0.4496889E+00 -0.4496889E+00  0.8426366E+00  0.4879557E+00 -0.2277342E+00
  0.6405999E+00  0.6405999E+00 -0.4233951E+00  0.7717252E+00  0.4496889E+00 -0.4496889E+00
  0.7071068E+00 -0.7071068E+00 -0.7037043E-17  0.6910261E+00 -0.6910261E+00 -0.2120512E+00
  0.8426366E+00 -0.4879557E+00 -0.2277342E+00  0.6910261E+00 -0.6910261E+00 -0.2120512E+00
